Category,Description,Material cost per unit,Labor cost per unit,Lump sum cost,Manhours per unit,Equipment cost per unit,Unit of measure,Crew code and detail,Crew Code
"1-1/4"" floor mounted railings",2-rail type,50.6,6.8,58.17,0.115,0.77,LF,"H6: [59.11] - (1 Building Laborer, 1 Iron Worker)",H6
"1-1/4"" floor mounted railings",3-rail type,65.7,7.39,73.92,0.125,0.83,LF,"H6: [59.11] - (1 Building Laborer, 1 Iron Worker)",H6
"1-1/2"" floor mounted railings",2-rail type,61,7.39,69.22,0.125,0.83,LF,"H6: [59.11] - (1 Building Laborer, 1 Iron Worker)",H6
"1-1/2"" floor mounted railings",3-rail type,80.3,8.1,89.31,0.137,0.91,LF,"H6: [59.11] - (1 Building Laborer, 1 Iron Worker)",H6
Remove a drinking fountain,Floor or wall-mounted fixture,,57.9,57.9,1,,Ea,"P6: [57.91] - (1 Building Laborer, 1 Plumber (Commercial))",P6
Install a wall-hung drinking fountain,"Drinking fountain, trim and valves",1070,162,1232,2.8,,Ea,"P6: [57.91] - (1 Building Laborer, 1 Plumber (Commercial))",P6
Wheelchair wall hung water cooler,Wall-hung water cooler and trim (add rough-in),1290,145,1435,2.5,,Ea,"P6: [57.91] - (1 Building Laborer, 1 Plumber (Commercial))",P6
Install floor or wall-mounted electric water cooler,"Water cooler, trim and valves",2270,162,2432,2.8,,Ea,"P6: [57.91] - (1 Building Laborer, 1 Plumber (Commercial))",P6
Remove existing pavement parking stall marking by water blasting,"4"" wide stripes (allow 40 LF per stall)",,1.46,2.02,0.032,0.56,LF,CL: [45.57] - (Building Laborer),CL
Remove existing pavement parking stall marking by water blasting,"Markings, per square foot (minimum 10 SF)",,4.47,6.2,0.098,1.73,SF,CL: [45.57] - (Building Laborer),CL
Mark parking stall with handicapped symbol,"Reflectorized stripes and symbol, one color. Add $75 per day for rental of a compressor, hose and spray gun. Per stall, no striping",18.5,25,43.5,0.425,,Ea,PA: [58.83] - (Painter (Commercial)),PA
Parking lot handicapped sign,"Sign on 2"" galvanized steel pipe post 10' long, set 2' into the ground. Includes digging of hole Using a manual auger and backfill",103,57,160,1.25,,Ea,CL: [45.57] - (Building Laborer),CL
Parking lot handicapped sign,On walls with mechanical fasteners,38.3,26.8,65.1,0.455,,Ea,PA: [58.83] - (Painter (Commercial)),PA
Asphalt paving removal,"Asphalt paving, depths to 3"" (27 SF per CY)",,2.14,3.73,0.04,1.59,SF,"C3: [53.48] - (1 Building Laborer, 1 Tractor Operator, 1 Truck Driver)",C3
Asphalt paving removal,"Asphalt curbs, to 12"" width (18 LF per CY)",,1.5,2.61,0.028,1.11,LF,"C3: [53.48] - (1 Building Laborer, 1 Tractor Operator, 1 Truck Driver)",C3
Remove concrete paving and slabs,"4"" concrete without rebars (54 SF per CY)",,3.21,5.6,0.06,2.39,SF,"C3: [53.48] - (1 Building Laborer, 1 Tractor Operator, 1 Truck Driver)",C3
Remove concrete paving and slabs,"6"" concrete without rebars (45 SF per CY)",,5.88,10.26,0.11,4.38,SF,"C3: [53.48] - (1 Building Laborer, 1 Tractor Operator, 1 Truck Driver)",C3
Remove concrete paving and slabs,Add for removal of bar reinforced paving,,10.7,18.66,0.2,7.96,SF,"C3: [53.48] - (1 Building Laborer, 1 Tractor Operator, 1 Truck Driver)",C3
Concrete cast-in-place vertical curb,"6"" x 12"" straight curb",6.27,7.29,13.56,0.136,,LF,"P9: [53.62] - (1 Building Laborer, 1 Carpenter, 1 Cement Mason)",P9
Concrete cast-in-place vertical curb,"6"" x 18"" straight curb",9.3,7.99,17.29,0.149,,LF,"P9: [53.62] - (1 Building Laborer, 1 Carpenter, 1 Cement Mason)",P9
Concrete cast-in-place vertical curb,"6"" x 24"" straight curb",12.4,8.26,20.66,0.154,,LF,"P9: [53.62] - (1 Building Laborer, 1 Carpenter, 1 Cement Mason)",P9
Concrete cast-in-place vertical curb,"Curb and 24"" monolithic gutter (7 LF per CY)",13.1,5.35,18.45,0.1,,LF,"C3: [53.48] - (1 Building Laborer, 1 Tractor Operator, 1 Truck Driver)",C3
Concrete sidewalk,"Concrete paving and walkway, 4"" thick",3.58,1.28,4.86,0.025,,SF,"P8: [51.16] - (1 Building Laborer, 1 Cement Mason)",P8
Concrete sidewalk,"Add for integral colors, most pastels",0.5,,0.5,,,SF,,
Remove existing plumbing fixtures,Lavatories,,57.9,57.9,1,,Ea,"P6: [57.91] - (1 Building Laborer, 1 Plumber (Commercial))",P6
Remove existing plumbing fixtures,Urinals,,57.9,57.9,1,,Ea,"P6: [57.91] - (1 Building Laborer, 1 Plumber (Commercial))",P6
Remove existing plumbing fixtures,"Water closets, floor or wall mounted",,57.9,57.9,1,,Ea,"P6: [57.91] - (1 Building Laborer, 1 Plumber (Commercial))",P6
Install new fixtures,"Lavatories, wall hung",863,108,971,1.86,,Ea,"P6: [57.91] - (1 Building Laborer, 1 Plumber (Commercial))",P6
"Water closets, tank type","Floor mounted, with bowl ring",467,108,575,1.86,,Ea,"P6: [57.91] - (1 Building Laborer, 1 Plumber (Commercial))",P6
"Water closets, tank type","Wall hung, with carrier",986,162,1148,2.8,,Ea,"P6: [57.91] - (1 Building Laborer, 1 Plumber (Commercial))",P6
Demolish toilet partition,Remove one wall and one door,,56.4,56.4,1,,Ea,"T5: [56.37] - (1 Building Laborer, 1 Sheet Metal Worker)",T5
Install handicapped toilet partition,Powder coated metal,754,150,904,2.66,,Ea,"T5: [56.37] - (1 Building Laborer, 1 Sheet Metal Worker)",T5
Install handicapped toilet partition,Solid plastic (polymer),1560,225,1785,4,,Ea,"T5: [56.37] - (1 Building Laborer, 1 Sheet Metal Worker)",T5
Install handicapped toilet partition,Laminated plastic,1010,150,1160,2.66,,Ea,"T5: [56.37] - (1 Building Laborer, 1 Sheet Metal Worker)",T5
Install handicapped toilet partition,Stainless steel,1890,150,2040,2.66,,Ea,"T5: [56.37] - (1 Building Laborer, 1 Sheet Metal Worker)",T5
Grab bars for the disabled,"1-1/4"" x 24"" urinal bars",127,58.5,185.5,1,,Set,CC: [58.54] - (Carpenter),CC
Grab bars for the disabled,"1-1/4"" x 36"" toilet partition bars",156,58.5,214.5,1,,Set,CC: [58.54] - (Carpenter),CC
Raised lettering for the blind,"5/8"" lettering raised 1/32"". Grade 2 Braille raised 1/32"" 2"" x 8"" sign, raised letters and tactile Braille",49.8,14.7,64.5,0.25,,Ea,PA: [58.83] - (Painter (Commercial)),PA
Raised lettering for the blind,"8"" x 8"" sign with words, graphic symbols and tactile Braille standard graphic symbols",86.2,14.7,100.9,0.25,,Ea,PA: [58.83] - (Painter (Commercial)),PA
Sign frames,"2"" x 8"" frames, black, almond or grey",41,14.7,55.7,0.25,,Ea,PA: [58.83] - (Painter (Commercial)),PA
Sign frames,"8"" x 8"" frames, black, almond or grey",76.4,14.7,91.1,0.25,,Ea,PA: [58.83] - (Painter (Commercial)),PA
Elevator plates in braille,"Door jamb plates, 7"" x 11"", two per opening",156,44.1,200.1,0.75,,Set,PA: [58.83] - (Painter (Commercial)),PA
Elevator plates in braille,"Operation plates, Open Door, Close Door, Emergency Stop, Alarm, 1-1/4"" x 1-1/4"", set of four required per car",138,58.8,196.8,1,,Set,PA: [58.83] - (Painter (Commercial)),PA
Elevator plates in braille,"Operation plates, Floor Number, 1-1/4"" x 1-1/4"" One required for each floor per car",33.9,14.7,48.6,0.25,,Ea,PA: [58.83] - (Painter (Commercial)),PA
Handicapped automatic remote door opener and door,Twin door frame,344,208,552,4,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Handicapped automatic remote door opener and door,"Twin doors, per pair",2630,13,2643,0.25,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Handicapped automatic remote door opener and door,Actuator arms for twin doors,401,26,427,0.5,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Handicapped automatic remote door opener and door,Automatic remote door controls,241,208,449,4,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Handicapped automatic remote door opener and door,Actuator mechanism,2980,,2980,,,Ea,,
Bus stop shelters,"Two rear panels, single panel each side",6440,416,6856,8,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Bus stop shelters,"Four rear panels, two panels each side",6760,625,7385,12,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Bus stop shelters,"Four rear panels, two panels each side",7890,625,8515,12,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Add for bus stop wind break front panel,"5'3"" W x 7'5"" H, with two glazed panels",779,104,883,2,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Bus stop enclosures,"Shelter assembly, bolted to the foundation",27300,326,27626,8,,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Bus stop enclosures,Structure leveling,100,81.6,181.6,2,,Ea,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Bus stop bench,"8'0"" long",717,52.1,769.1,1,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Bus stop bench,"10'0"" long",933,78.1,1011.1,1.5,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Bus stop light fixture,"100 watt incandescent, photoelectric cell control",302,104,406,2,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Bus stop radiant heater,"2,500 watt unit (no controls)",1160,78.1,1238.1,1.5,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Bus stop radiant heater,"5,000 watt unit (no controls)",1360,78.1,1438.1,1.5,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Bus stop radiant heater,Add for electronic timer control,611,52.1,663.1,1,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Integrated bus stop map/schedule display panel,"3/16"" clear Plexiglas",247,52.1,299.1,1,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
Integrated bus stop map/schedule display panel,"3/16"" polycarbonate with mar-resistant coating",388,52.1,440.1,1,,Ea,"C8: [52.06] - (1 Building Laborer, 1 Carpenter)",C8
"""Bus stop"" on fascia",First side,125,,125,,,LS,,
"""Bus stop"" on fascia",Each additional side,47.6,,47.6,,,Ea,,
Four-sided hip roof shelter,12' L x 12' W,8900,1460,10360,32,,Ea,S4: [45.57] - (3 Building Laborer),S4
Four-sided hip roof shelter,16' L x 16' W,10900,1460,12360,32,,Ea,S4: [45.57] - (3 Building Laborer),S4
Four-sided hip roof shelter,16' L x 32' W,14800,1640,16440,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Four-sided hip roof shelter,20' L x 20' W,13700,1640,15340,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Four-sided hip roof shelter,20' L x 30' W,17700,1640,19340,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Four-sided hip roof shelter,20' L x 40' W,21700,1640,23340,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Four-sided hip roof shelter,24' L x 24' W,17700,1640,19340,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Four-sided hip roof shelter,24' L x 48' W,25500,1820,27320,40,,Ea,S4: [45.57] - (3 Building Laborer),S4
Four-sided hip roof shelter,"Add for 48"" x 48"" cupola with tubular metal frame",1800,68.4,1868.4,1.5,,Ea,S4: [45.57] - (3 Building Laborer),S4
Four-sided hip roof shelter,Add for 6' x 12' cupola with tubular metal frame,7360,159,7519,3.5,,Ea,S4: [45.57] - (3 Building Laborer),S4
Gable roof shelter,20' L x 20' W,8110,1640,9750,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Gable roof shelter,20' L x 24' W,11700,1640,13340,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Gable roof shelter,20' L x 30' W,12400,1640,14040,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Gable roof shelter,20' L x 50' W,21100,1820,22920,40,,Ea,S4: [45.57] - (3 Building Laborer),S4
Gable roof shelter,22' L x 20' W,8630,1640,10270,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Gable roof shelter,22' L x 30' W,13300,1640,14940,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Gable roof shelter,22' L x 40' W,17700,1640,19340,36,,Ea,S4: [45.57] - (3 Building Laborer),S4
Gable roof shelter,22' L x 50' W,21800,1820,23620,40,,Ea,S4: [45.57] - (3 Building Laborer),S4
Relocatable office and school structures,Medium quality,,,81.3,,,SF,,
Relocatable office and school structures,Better quality,,,101,,,SF,,
Relocatable institutional housing,Medium quality,,,105,,,SF,,
Relocatable institutional housing,Better quality,,,106,,,SF,,
Construction or mining camp barracks,Single story structures,,,92.3,,,SF,,
Air-supported structures,"Under 12,000 SF",17.8,1.58,19.38,0.03,,SF,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Air-supported structures,"12,000 to   24,000 SF",16.3,1.58,17.88,0.03,,SF,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Air-supported structures,"24,000 to   30,000 SF",14.9,1.58,16.48,0.03,,SF,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Air-supported structures,"30,000 to   36,000 SF",14.4,1.58,15.98,0.03,,SF,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Air-supported structures,"36,000 to   45,000 SF",14,1.58,15.58,0.03,,SF,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Air-supported structures,"45,000 to   80,000 SF",13.9,1.58,15.48,0.03,,SF,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Air-supported structures,"80,000 to 110,000 SF",13.8,1.58,15.38,0.03,,SF,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Air-supported structures,Add for revolving door,,,6040,,,Ea,,
Air-supported structures,Add for emergency exit,,,2040,,,Ea,,
Sunroom,"Minimum cost, per SF",,,199,,,SF,,
Sunroom,Typical maximum cost per SF,,,276,,,SF,,
Residential three-season solarium,Minimum cost per SF,,,379,,,SF,,
Residential three-season solarium,Typical maximum cost per SF,,,475,,,SF,,
Residential four-season solarium,Minimum cost per SF,,,632,,,SF,,
Residential four-season solarium,Typical maximum cost per SF,,,949,,,SF,,
Residential conservatory,Minimum cost per SF,,,791,,,SF,,
Residential conservatory,Typical maximum cost per SF,,,1430,,,SF,,
Commercial solarium,Typical cost per SF,,,1110,,,SF,,
Commercial solarium,"Sidewalk café or retail application, cost per SF",,,2390,,,SF,,
Residential polycarbonate sheet glazing,"Clear 1/4""",13.9,1.44,15.34,0.027,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
Residential polycarbonate sheet glazing,"Clear 1/2""",21.7,1.87,23.57,0.035,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
Tempered glass,"Clear, 5/8""",22.7,1.44,24.14,0.027,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
Tempered glass,"Clear, 1""",24.8,1.87,26.67,0.035,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
High-impact sheet glazing,"Clear, 5/8""",31.7,1.87,33.57,0.035,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
High-impact sheet glazing,"Clear, 1""",34.6,2.41,37.01,0.045,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
Architectural aluminum structural elements,"Framing and joiner tube, 11 ga. x 1"" x 3"",",1.93,0.65,2.58,0.009,,Lb,IW: [72.65] - (Iron Worker (Structural)),IW
Architectural aluminum structural elements,"Horizontal roof supports, 11 ga. x 4-1/4"" x 4-1/4"", with galvanized steel internal bracing",3.22,1.38,4.6,0.019,,Lb,IW: [72.65] - (Iron Worker (Structural)),IW
Architectural aluminum structural elements,"Vertical sidewall supports, 10 ga. x 4-1/4"" x 4-1/4"", with galvanized steel internal bracing",20.7,4.43,25.13,0.061,,Lb,IW: [72.65] - (Iron Worker (Structural)),IW
Concrete-embedded aluminum,"Light, to 20 lbs per LF",3.93,2.46,6.39,0.042,,Lb,"T3: [58.68] - (1 Building Laborer, 1 Reinforcing Ironworker)",T3
Concrete-embedded aluminum,"Medium, over 20 to 50 lbs per LF",3.51,2.05,5.56,0.035,,Lb,"T3: [58.68] - (1 Building Laborer, 1 Reinforcing Ironworker)",T3
Concrete-embedded aluminum,"Heavy, over 50 lbs per LF",2.99,1.47,4.46,0.025,,Lb,"T3: [58.68] - (1 Building Laborer, 1 Reinforcing Ironworker)",T3
Concrete-embedded aluminum,"Channel sill, 1/8"" aluminum, 1-1/2"" x 8"" wide",30.6,7.69,38.29,0.131,,LF,"T3: [58.68] - (1 Building Laborer, 1 Reinforcing Ironworker)",T3
Concrete-embedded aluminum,"Angle sill, 1/8"" aluminum, 1-1/2"" x 1-1/2""",9.65,5.57,15.22,0.095,,LF,"T3: [58.68] - (1 Building Laborer, 1 Reinforcing Ironworker)",T3
Solarium or conservatory foundation,"Footing 12"" wide x 18"" deep (0.058 CY per LF)",11.8,4.29,16.09,0.104,,LF,"B4: [41.23] - (1 Building Laborer, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B4
Solarium or conservatory foundation,"Slab 6"" thick, per SF or floor area",4.48,2.9,7.38,0.071,,SF,"B5: [40.80] - (1 Building Laborer, 1 Building Carpenter, 1 Building Cement Mason, 1 Operating Engineer, 1 Building Reinforcing Ironworker)",B5
Solarium or conservatory foundation,Mount pre-fabricated aluminum frame,20.7,4.43,25.13,0.061,,Lb,IW: [72.65] - (Iron Worker (Structural)),IW
Solarium or conservatory foundation,Allow for anchor bolts and leveling each 10' wall section,288,210,498,4,,Ea,"D4: [52.54] - (1 Building Laborer, 1 Millwright)",D4
Solarium or conservatory HVAC ducting,"Duct to the attached building, including plenums, crosses, tees, and air handler tie-in, per LF of duct",1.1,1.8,2.9,0.03,,LF,"T6: [59.97] - (1 Building Laborer, 2 Sheet Metal Worker)",T6
Electric work for a solarium or conservatory,"Internal lighting, electric service, and wall switches, per LF of conduit",0.94,10.3,11.24,0.184,,LF,"E2: [56.17] - (2 Building Laborer, 2 Electrician)",E2
Fourth-wall fabrication for a solarium or conservatory,Cut and fabricate wall opening,1.46,2.68,4.14,0.05,,SF,"P9: [53.62] - (1 Building Laborer, 1 Carpenter, 1 Cement Mason)",P9
40' x 100’ steel building,14' eave height,13.1,4.86,19.67,0.081,1.71,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
40' x 100’ steel building,16' eave height,14.7,5.34,21.92,0.089,1.88,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
40' x 100’ steel building,20' eave height,16.5,6.12,24.77,0.102,2.15,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
60' x 100’ steel building,14' eave height,12.6,4.56,18.76,0.076,1.6,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
60' x 100’ steel building,16' eave height,12.9,4.68,19.23,0.078,1.65,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
60' x 100’ steel building,20' eave height,15,5.34,22.22,0.089,1.88,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
80' x 100’ steel building,14' eave height,12.3,4.56,18.46,0.076,1.6,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
80' x 100’ steel building,16' eave height,12.9,4.68,19.23,0.078,1.65,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
80' x 100’ steel building,20' eave height,15,5.28,22.14,0.088,1.86,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
100' x 100’ steel building,14' eave height,12.3,4.44,18.3,0.074,1.56,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
100' x 100’ steel building,16' eave height,12.9,4.68,19.23,0.078,1.65,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
100' x 100’ steel building,20' eave height,14.4,5.28,21.54,0.088,1.86,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
100' x 150’ steel building,14' eave height,10.5,4.32,16.34,0.072,1.52,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
100' x 150’ steel building,16' eave height,11.2,4.56,17.36,0.076,1.6,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
100' x 150’ steel building,20' eave height,12.4,4.86,18.97,0.081,1.71,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
100' x 200’ steel building,14' eave height,10.2,4.14,15.8,0.069,1.46,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
100' x 200’ steel building,16' eave height,10.7,4.38,16.62,0.073,1.54,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
100' x 200’ steel building,20' eave height,11.6,4.68,17.93,0.078,1.65,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
140' x 150’ steel building,14' eave height,9.48,3.84,14.67,0.064,1.35,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
140' x 150’ steel building,16' eave height,9.81,3.9,15.08,0.065,1.37,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
140' x 150’ steel building,20' eave height,11,4.38,16.92,0.073,1.54,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
140' x 175’ steel building,14' eave height,9.15,3.78,14.26,0.063,1.33,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
140' x 175’ steel building,16' eave height,9.48,3.84,14.67,0.064,1.35,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
140' x 175’ steel building,20' eave height,10.5,4.32,16.34,0.072,1.52,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
160' x 200’ steel building,14' eave height,8.94,3.66,13.89,0.061,1.29,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
160' x 200’ steel building,16' eave height,9.15,3.72,14.18,0.062,1.31,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
160' x 200’ steel building,20' eave height,10.1,4.02,15.53,0.067,1.41,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
200' x 200’ steel building,14' eave height,8.64,3.42,13.26,0.057,1.2,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
200' x 200’ steel building,16' eave height,8.84,3.48,13.54,0.058,1.22,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
200' x 200’ steel building,20' eave height,9.48,3.84,14.67,0.064,1.35,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
Additional costs for steel buildings,"Personnel door, 3'0"" x 6'8""",740,170,969.7,2.83,59.7,Ea,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
Additional costs for steel buildings,"Overhead door, 8'0"" x 8'0""",2260,481,2910,8.02,169,Ea,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
Additional costs for steel buildings,"Interior liner panel, 26 gauge Per SF of wall",2.34,0.72,3.31,0.012,0.25,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
Additional costs for steel buildings,Foam insulated sandwich panel roofing and siding Per SF of roof and sidewall,6.55,0.3,6.96,0.005,0.11,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
Additional costs for steel buildings,Plastic skylight roof panel Per SF of panel,7.31,0.78,8.36,0.013,0.27,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
Additional costs for steel buildings,"R-11 blanket insulation, 3-1/2"", wall or floor",0.65,0.3,1.06,0.005,0.11,SF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
Additional costs for steel buildings,"Ridge ventilator, 9"" throat",60.8,11.6,76.47,0.193,4.07,LF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
Additional costs for steel buildings,24 gauge colored eave gutter,11.7,1.68,13.97,0.028,0.59,LF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
Additional costs for steel buildings,"4"" x 4"" colored downspouts",9.97,0.84,11.11,0.014,0.3,LF,"H5: [59.96] - (2 Building Laborer, 2 Iron Worker, 1 Crane Operator)",H5
X-ray viewing panels,"7mm thick, 0.3mm lead equivalence,   2.3 lbs/SF",134,6.15,140.15,0.115,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
X-ray viewing panels,"12mm thick, 0.5mm lead equivalence,   3.9 lbs/SF",179,10.4,189.4,0.195,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
X-ray viewing panels,"18mm thick, 0.8mm lead equivalence,   5.9 lbs/SF",194,15.7,209.7,0.294,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
X-ray viewing panels,"22mm thick, 1.0mm lead equivalence,   7.2 lbs/SF",206,19.3,225.3,0.361,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
X-ray viewing panels,"35mm thick, 1.5mm lead equivalence, 11.5 lbs/SF",223,30.7,253.7,0.574,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
X-ray viewing panels,"46mm thick, 2.0mm lead equivalence, 15.0 lbs/SF",302,40.1,342.1,0.751,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
X-ray viewing panels,"70mm thick, 3.0mm lead equivalence, 18.0 lbs/SF",427,53.5,480.5,1,,SF,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
X-ray viewing panels,Crating charge,,,100,,,Ea,,
Mobile x-ray barriers,"2.0mm lead equiv. window panel 10"" x 12"" and 2.0mm lead equiv. opaque panel",1610,29.8,1639.8,0.501,,Ea,MW: [59.51] - (Millwright),MW
Mobile x-ray barriers,"2.0mm lead equiv. window panel 30"" x 24"" and 2.0mm lead equiv. opaque panel 30"" x 48""",2810,29.8,2839.8,0.501,,Ea,MW: [59.51] - (Millwright),MW
Mobile x-ray barriers,"2.0mm lead equiv. window panel 60"" x 30"" and 2.0mm lead equiv. opaque panel 12"" x 30""",3760,29.8,3789.8,0.501,,Ea,MW: [59.51] - (Millwright),MW
Mobile x-ray barriers,"2.0mm lead equiv. window panel 48"" x 36"" and 2.0mm lead equiv. opaque panel 48"" x 36""",4750,29.8,4779.8,0.501,,Ea,MW: [59.51] - (Millwright),MW
Mobile x-ray barriers,"2.0mm lead equiv. window panel 72"" x 36"" and 2.0mm lead equiv. opaque panel 72"" x 36""",7070,44.7,7114.7,0.751,,Ea,MW: [59.51] - (Millwright),MW
"1-section 36"" x 84"" X-ray barrier",0.5mm lead equiv. panels,2780,149,2929,2.78,,Ea,"G1: [53.46] - (1 Building Laborer, 1 Glazier)",G1
